cur_brand2,pre_brand2,zone2,edu2,pro2,enroll_type2,enroll_age,age_period,open_rate,ctr,or_all,ctr_all
MJN,MJN Stage1,MJN,High School,Manitoba,Self Enrolled,268,Stage 2,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Nova Scotia,Self Enrolled,-49,Stage 0,,,0.25,0.0
Abbott,MJN Solutions,Others,High School,Ontario,Self Enrolled,54,Stage 1,,,0.33,0.11
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,12,Stage 1,,,0.38,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-156,Stage 0,0.0,0.0,0.13,0.04
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-191,Stage 0,0.5,0.0,0.18,0.02
Nestle,MJN Stage2,Others,Elementary School,Ontario,Self Enrolled,62,Stage 1,,,0.13,0.08
Parent's Choice,Parent's Choice Stage 1,Others,High School,New Brunswick,Self Enrolled,43,Stage 1,,,0.0,0.0
Others,Abbott Stage2,Others,Elementary School,Ontario,CoReg,-148,Stage 0,0.0,0.0,0.12,0.0
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-99,Stage 0,0.0,0.0,0.05,0.0
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-31,Stage 0,0.0,0.0,0.02,0.0
Abbott,Abbott Stage1,MJN,Elementary School,Manitoba,Self Enrolled,180,Stage 1,,,0.1,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-83,Stage 0,0.0,0.0,0.0,0.0
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-59,Stage 0,1.0,0.0,0.04,0.0
Abbott,Abbott Stage1,MJN,High School,Alberta,Self Enrolled,-250,Stage 0,,,0.0,0.0
Abbott,Abbott Stage2,MJN,Elementary School,Alberta,Self Enrolled,132,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,192,Stage 2,,,0.49,0.05
MJN,MJN Stage1,Others,Elementary School,Quebec,Self Enrolled,264,Stage 2,,,0.0,0.0
MJN,MJN Solutions,MJN,High School,Ontario,Self Enrolled,130,Stage 1,,,0.04,0.0
MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,6,Stage 1,,,0.72,0.11
Nestle,Nestle Stage 1,MJN,Elementary School,Alberta,Self Enrolled,85,Stage 1,0.0,0.0,0.0,0.0
Abbott,Abbott Solutions,MJN,High School,British Columbia,Self Enrolled,-22,Stage 0,0.0,0.0,0.09,0.01
MJN,MJN Stage1,MJN,Elementary School,British Columbia,CoReg,-56,Stage 0,1.0,0.5,0.27,0.19
Abbott,Abbott Stage1,MJN,High School,Ontario,CoReg,-92,Stage 0,0.0,0.0,0.14,0.03
Nestle,Nestle Stage 1,MJN,High School,Alberta,Self Enrolled,-196,Stage 0,0.0,0.0,0.03,0.0
Nestle,MJN Stage2,Others,Elementary School,Ontario,Self Enrolled,-96,Stage 0,1.0,0.0,0.42,0.15
Nestle,Nestle Stage 1,Others,High School,Quebec,CoReg,-6,Stage 0,0.0,0.0,0.03,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-54,Stage 0,0.0,0.0,0.1,0.02
Abbott,Kirkland Stage 1,MJN,Elementary School,Alberta,Self Enrolled,-92,Stage 0,0.0,0.0,0.05,0.0
President's Choice,President's Choice Stage 2,MJN,High School,Ontario,Self Enrolled,63,Stage 1,0.5,0.5,0.2,0.11
Nestle,Nestle Stage 1,MJN,High School,Ontario,CoReg,229,Stage 2,,,0.4,0.0
Abbott,Abbott Stage1,Others,Elementary School,Quebec,Self Enrolled,-40,Stage 0,0.0,0.0,0.25,0.05
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,21,Stage 1,0.0,0.0,0.37,0.06
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-60,Stage 0,,,0.11,0.02
Nestle,Nestle Stage 1,MJN,High School,Saskatchewan,Self Enrolled,135,Stage 1,0.0,0.0,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,Quebec,Self Enrolled,-89,Stage 0,0.0,0.0,0.07,0.02
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,99,Stage 1,0.0,0.0,0.12,0.09
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-7,Stage 0,0.0,0.0,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,189,Stage 2,,,0.1,0.0
Abbott,,Others,Elementary School,Ontario,CoReg,-172,Stage 0,0.5,0.0,0.27,0.02
Nestle,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,-30,Stage 0,0.0,0.0,0.16,0.03
Parent's Choice,Parent's Choice Stage 1,Others,High School,Quebec,Self Enrolled,-34,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Alberta,Self Enrolled,-64,Stage 0,0.0,0.0,0.14,0.0
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-1,Stage 0,0.0,0.0,0.16,0.09
MJN,MJN Stage1,MJN,High School,Alberta,CoReg,60,Stage 1,,,0.69,0.12
MJN,Nestle Stage 1,Others,High School,Saskatchewan,Self Enrolled,249,Stage 2,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-107,Stage 0,0.0,0.0,0.04,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-41,Stage 0,0.5,0.0,0.42,0.03
Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,-35,Stage 0,0.5,0.0,0.16,0.1
Nestle,MJN Stage1,Others,High School,Ontario,Self Enrolled,191,Stage 2,,,0.05,0.0
MJN,MJN Stage2,MJN,High School,British Columbia,Self Enrolled,-148,Stage 0,0.0,0.0,0.15,0.0
MJN,MJN Stage1,MJN,High School,Newfoundland & Labrador,Self Enrolled,225,Stage 2,,,0.26,0.04
MJN,MJN Stage1,MJN,Others,Alberta,Self Enrolled,-77,Stage 0,,,0.68,0.08
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-50,Stage 0,0.5,0.25,0.68,0.26
MJN,MJN Stage1,MJN,High School,Ontario,CoReg,-76,Stage 0,1.0,0.5,0.42,0.14
Parent's Choice,Abbott Stage1,Others,Elementary School,Quebec,Self Enrolled,52,Stage 1,0.0,0.0,0.11,0.04
Nestle,Nestle Stage 1,MJN,High School,Alberta,Self Enrolled,-257,Stage 0,0.0,0.0,0.11,0.0
MJN,MJN Solutions,MJN,Elementary School,Alberta,Self Enrolled,-132,Stage 0,0.0,0.0,0.15,0.05
MJN,MJN Solutions,Others,Elementary School,Ontario,Self Enrolled,-36,Stage 0,0.25,0.0,0.38,0.04
Abbott,MJN Stage2,MJN,High School,Ontario,CoReg,939,Stage 3,,,0.33,0.0
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,63,Stage 1,0.0,0.0,0.48,0.0
MJN,Nestle Stage 1,MJN,High School,Nova Scotia,Self Enrolled,2,Stage 1,0.2,0.0,0.33,0.04
Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,-30,Stage 0,0.0,0.0,0.1,0.0
MJN,MJN Stage1,Others,Elementary School,Manitoba,Self Enrolled,85,Stage 1,0.0,0.0,0.49,0.07
Nestle,Nestle Solutions,MJN,Elementary School,Ontario,CoReg,-140,Stage 0,0.0,0.0,0.11,0.0
Others,Abbott Stage1,MJN,Elementary School,Alberta,CoReg,-176,Stage 0,0.0,0.0,0.02,0.02
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-19,Stage 0,,,0.0,0.0
Abbott,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,224,Stage 2,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,214,Stage 2,,,0.0,0.0
MJN,MJN Stage2,MJN,High School,Alberta,Self Enrolled,-73,Stage 0,0.0,0.0,0.13,0.01
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-81,Stage 0,1.0,1.0,0.33,0.19
MJN,MJN Stage1,Others,High School,Quebec,CoReg,-29,Stage 0,0.0,0.0,0.03,0.03
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-83,Stage 0,1.0,0.5,0.33,0.04
MJN,MJN Stage1,Others,Elementary School,Saskatchewan,Self Enrolled,87,Stage 1,,,0.41,0.18
Abbott,Abbott Solutions,MJN,Elementary School,Nova Scotia,Self Enrolled,-186,Stage 0,0.0,0.0,0.0,0.0
MJN,MJN Stage1,Others,High School,Others,Self Enrolled,462,Stage 3,,,0.5,0.17
Abbott,MJN Stage2,MJN,Elementary School,Ontario,Self Enrolled,264,Stage 2,,,0.18,0.05
Abbott,Kirkland Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-177,Stage 0,1.0,0.5,0.73,0.04
Abbott,Abbott Stage1,MJN,High School,Alberta,Self Enrolled,10,Stage 1,0.0,0.0,0.58,0.1
MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,50,Stage 1,0.0,0.0,0.1,0.1
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,25,Stage 1,0.0,0.0,0.27,0.05
Parent's Choice,Parent's Choice Stage 1,MJN,Elementary School,British Columbia,CoReg,204,Stage 2,,,0.14,0.0
MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,-210,Stage 0,0.0,0.0,0.03,0.03
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,CoReg,-225,Stage 0,0.0,0.0,0.02,0.0
Abbott,Abbott Stage1,Others,Elementary School,Saskatchewan,Self Enrolled,227,Stage 2,,,0.11,0.0
Abbott,Abbott Stage1,Others,Elementary School,Saskatchewan,CoReg,-129,Stage 0,0.0,0.0,0.02,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-58,Stage 0,,,,
MJN,MJN Solutions,MJN,Elementary School,British Columbia,Self Enrolled,93,Stage 1,0.0,0.0,0.21,0.06
MJN,MJN Stage1,Others,Elementary School,Ontario,CoReg,-140,Stage 0,1.0,0.5,0.55,0.12
Nestle,Nestle Stage 1,MJN,Elementary School,Alberta,Self Enrolled,-19,Stage 0,0.0,0.0,0.17,0.02
Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,-62,Stage 0,0.0,0.0,0.11,0.0
MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,-49,Stage 0,,,0.27,0.0
MJN,MJN Stage1,Others,High School,Others,Self Enrolled,209,Stage 2,,,0.24,0.06
Abbott,Abbott Stage2,Others,High School,Quebec,Self Enrolled,-119,Stage 0,,,0.14,0.05
Abbott,Abbott Stage1,MJN,Elementary School,Alberta,Self Enrolled,-60,Stage 0,0.33,0.0,0.62,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-16,Stage 0,0.0,0.0,0.02,0.0
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,Self Enrolled,-104,Stage 0,0.0,0.0,0.0,0.0
MJN,MJN Stage2,MJN,Elementary School,Ontario,Self Enrolled,228,Stage 2,,,0.32,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-34,Stage 0,0.4,0.4,0.7,0.17
Nestle,Nestle Solutions,MJN,Elementary School,Ontario,Self Enrolled,143,Stage 1,0.0,0.0,0.06,0.0
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,CoReg,-99,Stage 0,,,0.38,0.0
Parent's Choice,MJN Stage2,MJN,High School,Alberta,CoReg,-33,Stage 0,0.0,0.0,0.11,0.05
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,119,Stage 1,0.0,0.0,0.29,0.06
MJN,MJN Stage1,MJN,High School,Newfoundland & Labrador,Self Enrolled,14,Stage 1,0.33,0.0,0.34,0.08
MJN,MJN Solutions,MJN,Elementary School,Nova Scotia,Self Enrolled,43,Stage 1,0.0,0.0,0.48,0.03
Abbott,Abbott Stage1,MJN,High School,Alberta,Self Enrolled,-60,Stage 0,0.0,0.0,0.07,0.04
MJN,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,143,Stage 1,0.0,0.0,0.35,0.15
MJN,MJN Stage2,MJN,Elementary School,Ontario,Self Enrolled,7,Stage 1,0.4,0.4,0.25,0.06
Abbott,MJN Solutions,MJN,High School,Ontario,Self Enrolled,125,Stage 1,0.0,0.0,0.04,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Quebec,Self Enrolled,28,Stage 1,0.0,0.0,0.46,0.24
MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,-30,Stage 0,1.0,0.0,0.76,0.12
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,165,Stage 1,0.0,0.0,0.07,0.04
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,118,Stage 1,0.0,0.0,0.74,0.07
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,Self Enrolled,-25,Stage 0,0.0,0.0,0.0,0.0
MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,-34,Stage 0,0.0,0.0,0.04,0.0
MJN,MJN Stage1,Others,High School,Ontario,CoReg,-123,Stage 0,0.0,0.0,0.13,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,221,Stage 2,,,0.14,0.03
MJN,MJN Solutions,MJN,Others,Alberta,Self Enrolled,41,Stage 1,0.0,0.0,0.55,0.04
Others,Abbott Stage2,Others,Elementary School,Ontario,Self Enrolled,-112,Stage 0,0.0,0.0,0.04,0.02
MJN,MJN Solutions,Others,High School,Quebec,Self Enrolled,124,Stage 1,0.0,0.0,0.38,0.05
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-29,Stage 0,1.0,0.0,0.38,0.03
Others,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-139,Stage 0,0.0,0.0,0.01,0.0
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,Self Enrolled,-140,Stage 0,0.0,0.0,0.08,0.01
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,193,Stage 2,,,0.24,0.0
MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,245,Stage 2,,,0.73,0.19
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,4,Stage 1,0.5,0.5,0.28,0.09
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-1,Stage 0,0.0,0.0,0.11,0.04
Nestle,Nestle Stage 1,MJN,High School,Alberta,Self Enrolled,-12,Stage 0,0.0,0.0,0.06,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,CoReg,-111,Stage 0,0.0,0.0,0.08,0.0
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,214,Stage 2,,,0.06,0.03
MJN,MJN Stage1,MJN,Elementary School,Quebec,Self Enrolled,-21,Stage 0,0.0,0.0,0.62,0.21
Abbott,Abbott Stage1,Others,High School,Saskatchewan,Self Enrolled,39,Stage 1,0.0,0.0,0.34,0.09
MJN,MJN Solutions,MJN,High School,Ontario,Self Enrolled,6,Stage 1,0.2,0.0,0.14,0.05
Nestle,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,-168,Stage 0,0.0,0.0,0.02,0.0
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,Self Enrolled,-233,Stage 0,0.0,0.0,0.31,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-153,Stage 0,0.0,0.0,0.08,0.0
MJN,MJN Solutions,Others,Elementary School,Ontario,Self Enrolled,196,Stage 2,,,0.07,0.0
MJN,Nestle Stage 1,MJN,High School,Manitoba,CoReg,174,Stage 1,,,0.75,0.38
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,-140,Stage 0,0.5,0.0,0.14,0.03
MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,-123,Stage 0,1.0,1.0,0.24,0.14
MJN,MJN Stage2,MJN,High School,Manitoba,Self Enrolled,77,Stage 1,,,0.13,0.05
Abbott,Abbott Stage1,MJN,High School,British Columbia,Self Enrolled,54,Stage 1,0.0,0.0,0.72,0.21
MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,-135,Stage 0,,,0.4,0.0
MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,-24,Stage 0,0.5,0.25,0.22,0.06
Abbott,MJN Stage1,MJN,High School,Alberta,Self Enrolled,102,Stage 1,0.33,0.0,0.3,0.05
MJN,MJN Stage1,Others,Elementary School,Quebec,Self Enrolled,-86,Stage 0,1.0,0.0,0.43,0.03
MJN,MJN Stage1,MJN,High School,Manitoba,Self Enrolled,51,Stage 1,,,0.05,0.05
MJN,MJN Solutions,Others,Others,New Brunswick,Self Enrolled,18,Stage 1,0.25,0.25,0.62,0.22
Nestle,Nestle Stage 1,MJN,Elementary School,Manitoba,Self Enrolled,-244,Stage 0,0.5,0.0,0.23,0.06
Nestle,Nestle Stage 1,MJN,Elementary School,Nova Scotia,Self Enrolled,370,Stage 3,1.0,0.0,0.08,0.0
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-33,Stage 0,0.0,0.0,0.04,0.0
Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,-3,Stage 0,0.0,0.0,0.06,0.04
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-7,Stage 0,,,0.0,0.0
MJN,MJN Stage1,Others,Others,Quebec,CoReg,410,Stage 3,,,0.0,0.0
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,Self Enrolled,-46,Stage 0,1.0,0.0,0.56,0.09
Nestle,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,-143,Stage 0,1.0,0.0,0.72,0.11
Abbott,Abbott Solutions,Others,Elementary School,Ontario,CoReg,115,Stage 1,,,0.13,0.0
Abbott,Abbott Solutions,MJN,High School,Nova Scotia,CoReg,152,Stage 1,,,0.12,0.08
Abbott,Abbott Stage1,Others,Elementary School,Ontario,CoReg,-52,Stage 0,0.0,0.0,0.02,0.0
Abbott,Abbott Stage1,MJN,High School,Alberta,Self Enrolled,283,Stage 2,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,36,Stage 1,0.5,0.25,0.71,0.09
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,216,Stage 2,,,0.25,0.0
Nestle,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,257,Stage 2,,,0.18,0.09
Abbott,MJN Stage1,MJN,High School,Ontario,Self Enrolled,105,Stage 1,0.0,0.0,0.13,0.0
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,236,Stage 2,,,0.06,0.03
Parent's Choice,Parent's Choice Stage 1,MJN,Elementary School,Alberta,Self Enrolled,94,Stage 1,0.0,0.0,0.1,0.02
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,CoReg,-37,Stage 0,0.0,0.0,0.05,0.05
Abbott,MJN Solutions,MJN,Elementary School,Alberta,Self Enrolled,7,Stage 1,0.5,0.5,0.17,0.13
Abbott,Abbott Stage1,Others,High School,Quebec,Self Enrolled,-66,Stage 0,0.0,0.0,0.02,0.0
Nestle,Nestle Stage 1,Others,High School,Quebec,Self Enrolled,-240,Stage 0,0.0,0.0,0.15,0.0
MJN,Abbott Specialty,Others,Elementary School,Quebec,CoReg,-204,Stage 0,,,0.29,0.0
MJN,MJN Solutions,MJN,Elementary School,Ontario,CoReg,13,Stage 1,1.0,0.0,0.83,0.07
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,CoReg,13,Stage 1,1.0,0.0,0.83,0.31
Abbott,MJN Stage2,MJN,Elementary School,Ontario,CoReg,9,Stage 1,1.0,0.0,0.86,0.03
Nestle,Nestle Stage 1,MJN,High School,Manitoba,Self Enrolled,23,Stage 1,0.2,0.0,0.16,0.02
Nestle,Nestle Stage 1,MJN,High School,British Columbia,CoReg,13,Stage 1,0.0,0.0,0.0,0.0
MJN,MJN Solutions,MJN,Elementary School,Ontario,CoReg,-3,Stage 0,0.0,0.0,0.15,0.03
MJN,MJN Stage2,Others,Elementary School,Quebec,CoReg,4,Stage 1,1.0,0.5,0.55,0.1
MJN,MJN Stage1,Others,Others,Quebec,CoReg,1,Stage 1,0.0,0.0,0.25,0.03
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,CoReg,-1,Stage 0,0.0,0.0,0.06,0.03
Nestle,Nestle Stage 1,MJN,High School,Ontario,CoReg,-3,Stage 0,1.0,1.0,0.74,0.52
Abbott,Abbott Solutions,Others,Elementary School,Ontario,Self Enrolled,266,Stage 2,0.0,0.0,0.22,0.05
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,Self Enrolled,-14,Stage 0,0.5,0.5,0.73,0.33
Nestle,Nestle Stage 1,MJN,Elementary School,Alberta,CoReg,-28,Stage 0,0.0,0.0,0.11,0.05
Abbott,Abbott Stage1,MJN,High School,British Columbia,CoReg,-32,Stage 0,0.5,0.0,0.17,0.03
Nestle,Nestle Stage 1,MJN,High School,British Columbia,CoReg,-38,Stage 0,0.0,0.0,0.44,0.15
Nestle,Nestle Stage 1,MJN,High School,Alberta,CoReg,-39,Stage 0,1.0,0.0,0.36,0.0
Others,Abbott Stage1,MJN,High School,Manitoba,CoReg,-43,Stage 0,0.5,0.5,0.73,0.05
MJN,MJN Stage1,MJN,High School,Quebec,Self Enrolled,162,Stage 1,,,0.5,0.19
Abbott,Abbott Stage1,Others,Elementary School,Ontario,CoReg,-55,Stage 0,0.5,0.0,0.3,0.08
Abbott,Kirkland Stage 1,MJN,Elementary School,Manitoba,CoReg,-55,Stage 0,0.0,0.0,0.05,0.0
MJN,MJN Stage1,MJN,Elementary School,Quebec,CoReg,-55,Stage 0,0.5,0.5,0.46,0.08
MJN,MJN Stage1,MJN,High School,British Columbia,CoReg,-68,Stage 0,1.0,0.0,0.84,0.21
MJN,MJN Stage1,MJN,High School,Ontario,CoReg,-72,Stage 0,0.5,0.0,0.26,0.03
Abbott,Nestle Solutions,Others,High School,Saskatchewan,CoReg,-91,Stage 0,0.0,0.0,0.28,0.06
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,46,Stage 1,0.0,0.0,0.12,0.01
Others,Abbott Stage2,Others,High School,Ontario,Self Enrolled,-27,Stage 0,0.0,0.0,0.01,0.0
MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,-73,Stage 0,0.5,0.0,0.35,0.05
Abbott,,MJN,Elementary School,Nova Scotia,Self Enrolled,-198,Stage 0,0.0,0.0,0.07,0.0
Abbott,Abbott Stage1,Others,Elementary School,Ontario,CoReg,91,Stage 1,,,0.76,0.14
Abbott,Abbott Stage1,Others,Elementary School,Ontario,CoReg,91,Stage 1,,,0.1,0.0
MJN,MJN Stage1,Others,Elementary School,Ontario,CoReg,76,Stage 1,,,0.26,0.0
Nestle,Nestle Stage 1,Others,High School,Ontario,CoReg,76,Stage 1,,,0.57,0.05
Nestle,Nestle Stage 1,Others,High School,Ontario,CoReg,71,Stage 1,,,0.8,0.14
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,76,Stage 1,,,0.57,0.13
Abbott,Abbott Stage1,Others,Elementary School,New Brunswick,CoReg,52,Stage 1,,,0.19,0.04
MJN,MJN Solutions,MJN,Elementary School,Ontario,CoReg,45,Stage 1,,,0.08,0.0
MJN,MJN Solutions,MJN,Elementary School,Quebec,CoReg,44,Stage 1,,,0.24,0.05
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,329,Stage 2,,,0.29,0.02
Others,MJN Solutions,MJN,High School,Alberta,CoReg,-27,Stage 0,0.5,0.0,0.11,0.0
MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,7,Stage 1,0.0,0.0,0.2,0.22
Abbott,Parent's Choice Stage 2,Others,High School,Ontario,CoReg,428,Stage 3,,,0.0,0.0
MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,271,Stage 2,,,0.8,0.03
Abbott,MJN Stage1,MJN,High School,Ontario,CoReg,159,Stage 1,,,0.64,0.09
Abbott,Abbott Stage1,Others,High School,Ontario,CoReg,111,Stage 1,,,0.05,0.0
Abbott,Nestle Stage 2,MJN,Elementary School,Ontario,CoReg,178,Stage 1,,,1.0,0.2
Nestle,Nestle Stage 1,Others,Elementary School,New Brunswick,CoReg,155,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,Manitoba,Self Enrolled,-254,Stage 0,,,0.08,0.0
MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,82,Stage 1,0.0,0.0,0.55,0.28
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-76,Stage 0,,,,
Abbott,Abbott Solutions,Others,Elementary School,Quebec,Self Enrolled,-85,Stage 0,0.0,0.0,0.17,0.09
President's Choice,President's Choice Stage 2,MJN,Elementary School,Ontario,CoReg,506,Stage 3,,,0.25,0.0
Nestle,Nestle Stage 1,Others,High School,Ontario,CoReg,144,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-99,Stage 0,,,0.33,0.0
Abbott,Abbott Stage1,Others,Elementary School,Ontario,CoReg,181,Stage 1,,,0.0,0.0
Parent's Choice,Parent's Choice Stage 1,MJN,Elementary School,Alberta,CoReg,408,Stage 3,,,0.0,0.0
Nestle,Nestle Stage 1,Others,High School,Ontario,CoReg,118,Stage 1,,,0.44,0.0
Abbott,Abbott Stage1,Others,High School,Quebec,CoReg,454,Stage 3,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,CoReg,277,Stage 2,,,0.3,0.0
Abbott,Abbott Stage1,Others,Elementary School,Ontario,CoReg,156,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Ontario,CoReg,273,Stage 2,,,0.33,0.0
Abbott,Abbott Stage1,Others,Elementary School,New Brunswick,CoReg,201,Stage 2,,,0.2,0.0
Nestle,Nestle Stage 1,Others,High School,Quebec,CoReg,187,Stage 2,,,0.33,0.17
MJN,MJN Solutions,Others,High School,Ontario,CoReg,109,Stage 1,,,0.81,0.1
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,CoReg,245,Stage 2,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,CoReg,186,Stage 2,,,0.33,0.11
MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,-252,Stage 0,0.0,0.0,0.0,0.0
MJN,MJN Solutions,MJN,Elementary School,Manitoba,CoReg,-114,Stage 0,1.0,0.33,0.89,0.38
MJN,MJN Stage1,Others,High School,Others,Self Enrolled,178,Stage 1,,,0.5,0.19
Abbott,MJN Stage2,MJN,High School,Ontario,Self Enrolled,-141,Stage 0,0.5,0.0,0.12,0.01
Abbott,MJN Stage2,MJN,High School,Ontario,Self Enrolled,260,Stage 2,,,0.73,0.09
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,236,Stage 2,,,0.58,0.1
MJN,MJN Stage1,Others,Elementary School,Quebec,Self Enrolled,146,Stage 1,0.0,0.0,0.5,0.05
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-123,Stage 0,0.0,0.0,0.44,0.08
MJN,Abbott Solutions,MJN,High School,British Columbia,Self Enrolled,-91,Stage 0,1.0,0.5,0.77,0.12
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,2,Stage 1,,,0.5,0.0
Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,325,Stage 2,1.0,1.0,0.32,0.22
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-27,Stage 0,0.5,0.5,0.59,0.27
